Gene	Control	Control_r	shPTB	shPTB_r	shPTBnPTB	shPTBnPTB_r
EBP	10	11	9	9	4	7
EBPL	62	30	15	12	17	53
ECD	83	71	149	73	149	118
ECE1	161	137	541	301	666	398
ECE2	1	2	10	2	6	7
ECEL1	0	0	0	0	0	0
ECEL1P2	0	0	0	0	0	0
ECH1	59	52	40	9	49	30
ECHDC1	70	50	67	49	73	34
ECHDC2	30	22	17	23	52	35
ECHDC3	4	8	0	0	6	0
ECHS1	193	136	274	140	348	245
ECI1	22	15	62	41	95	55
ECI2	271	284	349	198	346	236
ECM1	70	64	185	74	164	109
ECM2	52	42	32	19	21	17
ECRP	0	0	0	0	0	0
ECSCR	0	2	4	0	0	0
ECSIT	38	42	62	26	120	63
ECT2	95	72	137	79	158	102
ECT2L	1	0	2	1	1	2
EDA	0	0	1	0	0	0
EDA2R	59	44	78	36	107	44
EDAR	0	0	0	0	0	0
EDARADD	0	0	0	0	0	0
EDC3	10	8	22	18	25	12
EDC4	120	104	172	120	171	109
EDDM3A	0	0	0	0	0	0
EDDM3B	0	0	0	0	0	0
EDEM1	54	41	25	11	64	44
EDEM2	71	49	248	110	203	127
EDEM3	234	162	490	291	514	379
EDF1	601	496	735	324	639	446
EDIL3	56	51	38	25	43	27
EDN1	6	0	4	4	2	2
EDN2	0	0	0	0	0	0
EDN3	0	0	0	0	0	0
EDNRA	2	1	8	9	31	15
EDNRB	2	7	2	5	11	6
EDNRB-AS1	1	0	0	1	1	0
EDRF1	111	103	159	88	172	113
EDRF1-AS1	21	18	27	17	41	20
EEA1	274	204	598	309	359	240
EED	61	45	95	34	114	79
EEF1A1	21712	18939	19194	12617	20970	16237
EEF1A2	0	0	0	0	0	0
EEF1B2	1977	1715	1793	956	2411	1736
EEF1D	1348	1202	1440	787	1652	1129
EEF1DP3	1	0	4	1	1	3
EEF1E1	20	13	40	14	74	31
EEF1E1-BLOC1S5	27	21	50	24	91	38
EEF1G	8171	6656	6865	3583	8210	5526
EEF2	6924	5585	8598	4257	10379	7178
EEF2K	42	27	67	36	43	15
EEF2KMT	1	1	10	2	19	12
EEFSEC	2	1	2	2	2	1
EEPD1	9	3	41	11	19	13
EFCAB1	0	0	2	0	1	0
EFCAB10	18	9	22	11	17	16
EFCAB11	15	10	14	5	1	0
EFCAB12	0	0	0	0	0	0
EFCAB13	3	6	48	24	46	30
EFCAB14	68	69	182	136	129	104
EFCAB14-AS1	22	28	68	57	40	28
EFCAB2	7	2	21	4	25	16
EFCAB3	0	0	0	0	0	0
EFCAB5	1	1	5	3	0	0
EFCAB6	6	6	18	18	15	11
EFCAB6-AS1	0	0	0	0	0	0
EFCAB7	32	24	204	119	212	127
EFCAB9	0	0	1	0	1	3
EFCC1	0	0	0	0	0	0
EFEMP1	204	137	50	18	393	233
EFEMP2	424	361	193	71	219	125
EFHB	3	1	4	0	0	0
EFHC1	45	51	35	16	18	14
EFHC2	0	0	0	0	1	0
EFHD1	1	1	0	0	1	0
EFHD2	8	12	15	6	21	8
EFNA1	0	0	0	0	0	0
EFNA2	0	0	0	0	0	0
EFNA3	2	2	2	0	0	0
EFNA4	6	4	7	1	8	5
EFNA5	0	2	2	2	3	1
EFNB1	14	8	17	11	18	11
EFNB2	19	5	10	6	15	11
EFNB3	2	1	0	0	1	0
EFR3A	679	593	415	241	154	126
EFR3B	0	3	26	9	23	11
EFS	8	4	21	8	11	5
EFTUD1	84	47	134	77	187	112
EFTUD1P1	0	0	0	0	1	0
EFTUD2	288	212	477	245	468	290
EGF	0	0	8	2	7	3
EGFEM1P	0	0	0	0	0	0
EGFL6	0	1	0	0	6	0
EGFL7	24	36	11	1	17	10
EGFL8	11	7	2	1	0	3
EGFLAM	9	3	3	6	5	6
EGFLAM-AS2	0	0	0	0	0	0
EGFLAM-AS4	0	0	0	0	0	0
EGFR	265	196	383	213	432	240
EGFR-AS1	16	13	7	15	18	10
EGLN1	69	60	76	38	75	50
EGLN2	66	44	157	79	134	81
EGLN3	0	0	0	0	0	0
EGOT	0	0	2	3	0	0
EGR1	0	0	0	0	0	0
EGR2	0	0	0	0	0	0
EGR3	0	0	0	0	0	0
EGR4	0	0	0	0	0	0
EHBP1	598	435	382	200	195	121
EHBP1L1	117	75	144	70	198	111
EHD1	20	16	21	9	26	12
EHD2	16	13	26	20	56	28
EHD3	29	17	52	39	28	26
EHD4	8	10	21	13	11	5
EHD4-AS1	29	8	25	8	32	0
EHF	0	0	0	6	0	0
EHHADH	11	2	11	3	6	3
EHHADH-AS1	0	0	0	0	0	1
EHMT1	95	85	176	109	177	121
EHMT1-IT1	7	4	7	4	5	3
EHMT2	100	100	143	64	172	141
EI24	323	314	385	217	643	466
EID1	0	0	1	0	0	0
EID2	0	0	0	0	0	0
EID2B	0	0	1	0	0	0
EID3	0	265	0	0	1	0
EIF1	165	143	308	163	410	297
EIF1AD	13	18	42	25	43	21
EIF1AX	202	167	255	143	352	280
EIF1AX-AS1	82	59	85	50	133	70
EIF1AY	0	0	0	0	0	0
EIF1B	23	18	32	25	45	39
EIF1B-AS1	0	0	1	1	1	0
EIF2A	316	272	767	361	1152	646
EIF2AK1	172	115	222	106	180	98
EIF2AK2	116	96	124	76	152	100
EIF2AK3	76	46	242	155	293	194
EIF2AK4	530	393	932	477	1089	664
EIF2B1	116	104	227	110	216	121
EIF2B2	50	40	74	43	108	64
EIF2B3	56	46	104	64	142	94
EIF2B4	84	64	164	65	146	97
EIF2B5	105	66	188	97	167	132
EIF2B5-AS1	0	0	0	0	0	0
EIF2D	173	113	134	69	188	123
EIF2S1	216	180	286	147	339	196
EIF2S2	671	623	963	453	1551	1073
EIF2S3	884	631	1206	710	1735	1152
EIF3A	767	613	2284	1305	2410	1630
EIF3B	591	467	876	471	1095	716
EIF3C	24	24	34	18	54	42
EIF3CL	24	24	34	18	54	42
EIF3D	990	781	1399	670	1749	1104
EIF3E	2566	2060	2928	1575	3217	2140
EIF3F	499	376	811	391	1162	723
EIF3G	800	521	924	548	800	548
EIF3H	644	519	907	423	1050	621
EIF3I	656	503	963	490	926	646
EIF3IP1	0	0	0	0	0	0
EIF3J	95	84	113	68	116	71
EIF3J-AS1	0	0	0	0	0	0
EIF3K	361	318	526	234	564	457
EIF3L	1285	972	1413	879	1758	1187
EIF3M	693	574	842	475	1259	816
EIF4A1	1291	1045	3384	1801	4519	2888
EIF4A2	1133	881	1662	888	2290	1465
EIF4A3	280	197	184	78	194	127
EIF4B	3252	2466	4134	2156	6055	4308
EIF4E	161	207	245	130	376	236
EIF4E1B	0	0	0	0	0	0
EIF4E2	167	142	262	129	304	213
EIF4E3	12	9	7	21	12	4
EIF4EBP1	72	68	38	10	42	35
EIF4EBP2	18	11	4	1	1	2
EIF4EBP3	6	3	18	8	10	7
EIF4ENIF1	52	50	81	73	97	78
EIF4G1	966	717	1704	744	1455	955
EIF4G2	3629	2873	4920	2675	3778	2565
EIF4G3	258	194	515	266	339	199
EIF4H	725	602	1031	573	1005	608
EIF5	596	507	817	473	1039	627
EIF5A	297	241	529	273	836	490
EIF5A2	21	12	31	11	26	10
EIF5AL1	0	0	0	0	0	0
EIF5B	150	111	236	151	326	212
EIF6	256	165	310	184	331	213
ELAC1	3	2	17	2	0	2
ELAC2	161	132	405	172	352	241
ELANE	4	0	1	2	1	0
ELAVL1	29	28	35	22	30	23
ELAVL2	0	0	0	0	0	0
ELAVL3	0	0	0	0	0	0
ELAVL4	0	0	0	0	1	0
ELDR	0	0	0	0	0	0
ELF1	58	42	82	39	29	25
ELF2	107	70	77	43	85	41
ELF3	0	0	0	0	0	0
ELF4	29	18	23	17	62	21
ELF5	0	0	0	0	0	0
ELFN1	2	4	6	2	6	1
ELFN1-AS1	0	0	4	4	0	0
ELFN2	0	0	0	0	1	1
ELK1	15	17	34	17	63	38
ELK2AP	0	0	0	0	0	0
ELK3	8	25	23	5	2	4
ELK4	2	3	4	0	3	1
ELL	14	15	17	4	15	9
ELL2	337	269	490	251	1167	693
ELL3	6	4	5	4	6	6
ELMO1	0	0	2	3	2	1
ELMO1-AS1	0	0	0	0	0	0
ELMO2	116	78	243	125	230	135
ELMO3	6	2	2	0	2	5
ELMOD1	0	0	0	0	4	0
ELMOD2	152	87	91	42	85	54
ELMOD3	38	29	53	33	42	36
ELMSAN1	22	9	7	3	9	5
ELN	473	393	1353	595	1278	760
ELOF1	28	25	62	30	56	40
ELOVL1	131	120	397	170	467	275
ELOVL2	0	0	0	0	1	0
ELOVL2-AS1	0	0	0	0	0	0
ELOVL3	0	0	1	0	1	0
ELOVL4	7	9	1	4	31	10
ELOVL5	151	134	149	68	143	100
ELOVL6	6	7	6	4	12	3
ELOVL7	0	0	0	0	5	2
ELP2	503	401	698	379	1146	775
ELP3	98	66	200	93	216	131
ELP4	16	19	37	14	47	13
ELP5	51	50	64	31	69	46
ELP6	38	29	67	29	53	49
ELSPBP1	0	0	0	0	0	0
EMB	10	11	11	15	22	16
EMBP1	0	0	0	0	0	0
EMC1	305	207	573	266	607	393
EMC10	95	69	241	113	214	154
EMC2	128	116	217	112	160	123
EMC3	175	174	235	127	273	156
EMC3-AS1	0	0	0	1	0	0
EMC4	172	108	227	96	207	120
EMC6	1	0	2	1	1	0
EMC7	76	64	151	87	186	97
EMC8	50	26	41	10	31	21
EMC9	15	9	9	6	13	11
EMCN	0	0	26	26	17	6
EMD	56	54	45	20	58	31
EME1	1	2	3	10	10	0
EME2	13	4	17	8	5	6
EMG1	68	39	91	52	112	38
EMID1	2	0	0	0	0	0
EMILIN1	199	136	162	59	180	110
EMILIN2	7	8	29	32	29	13
EMILIN3	0	0	0	0	0	0
EML1	94	70	435	221	444	282
EML2	67	49	73	28	103	63
EML2-AS1	2	0	3	0	4	0
EML3	126	81	73	38	80	50
EML4	281	214	198	94	233	143
EML5	11	7	6	4	40	15
EML6	7	16	57	39	26	22
EMP1	205	192	608	314	240	158
EMP2	19	24	23	10	16	13
EMP3	296	237	226	93	357	206
EMSY	23	28	39	38	31	19
EMX1	0	0	0	0	0	0
EMX2	10	7	14	5	20	8
EMX2OS	18	17	28	22	6	11
EN1	0	0	0	0	0	0
EN2	0	0	0	0	0	0
ENAH	231	233	387	223	268	171
ENAM	0	0	0	0	0	0
ENC1	1	2	1	2	12	1
ENDOD1	0	0	0	0	0	0
ENDOG	3	5	10	5	14	5
ENDOU	2	3	1	0	4	1
ENDOV	31	15	54	21	54	31
ENG	20	19	48	17	41	19
ENGASE	31	19	15	11	32	9
ENHO	0	0	0	0	0	0
ENKD1	27	28	33	20	36	23
ENKUR	0	0	0	0	0	1
ENO1	3563	3190	1915	1024	2553	1668
ENO1-AS1	1	0	0	0	0	0
ENO2	44	36	52	12	49	37
ENO3	3	3	2	2	5	6
ENO4	1	0	3	2	2	0
ENOPH1	43	29	98	40	62	39
ENOSF1	77	43	108	32	111	55
ENOX1	58	52	13	13	33	31
ENOX1-AS2	0	0	0	0	0	0
ENOX2	31	33	88	41	53	37
ENPEP	6	6	20	13	7	2
ENPP1	43	88	21	11	51	38
ENPP2	2888	2204	4996	2892	6215	3791
ENPP3	2	0	0	0	1	0
ENPP4	3	1	9	0	4	4
ENPP5	0	1	0	0	2	1
ENPP6	0	0	1	0	0	0
ENPP7	0	0	0	0	0	0
ENPP7P13	0	0	0	0	0	0
ENSA	49	39	136	110	106	66
ENTHD1	0	0	0	0	0	0
ENTHD2	11	17	24	12	11	9
ENTPD1	0	0	1	0	1	2
ENTPD1-AS1	1	2	4	1	2	2
ENTPD2	0	0	0	0	1	0
ENTPD3	2	1	2	0	5	2
ENTPD3-AS1	2	1	6	4	5	4
ENTPD4	116	86	141	64	172	95
ENTPD5	15	18	77	52	68	35
ENTPD6	122	125	246	115	324	192
ENTPD7	99	74	87	45	122	81
ENTPD8	0	0	0	0	0	0
ENY2	203	189	259	133	337	238
EOGT	216	159	121	61	112	62
EOMES	0	0	0	0	2	1
EP300	48	41	91	27	64	39
EP300-AS1	0	0	0	0	0	0
EP400	18	20	31	18	41	22
EP400NL	5	3	10	4	7	1
EPAS1	334	241	228	91	168	96
EPB41	27	25	132	61	124	77
EPB41L1	18	7	28	14	19	11
EPB41L2	197	171	110	73	142	91
EPB41L3	73	61	278	146	242	148
EPB41L4A	0	0	6	0	1	1
EPB41L4A-AS1	59	46	96	51	136	79
EPB41L4A-AS2	0	0	0	0	0	0
EPB41L4B	0	4	1	1	3	1
EPB41L5	59	62	87	49	88	41
EPB42	0	0	0	1	0	0
EPC1	97	56	118	58	108	64
EPC2	48	31	82	44	87	74
EPCAM	0	0	0	0	1	0
EPDR1	13	8	16	6	13	9
EPG5	264	254	422	179	390	245
EPGN	4	0	7	3	11	10
EPHA1	1	0	0	0	0	1
EPHA1-AS1	0	0	0	0	0	0
EPHA10	0	0	0	0	0	0
EPHA2	31	27	26	3	24	14
EPHA3	0	0	0	0	0	0
EPHA4	32	28	8	3	17	10
EPHA5	0	0	0	0	1	0
EPHA5-AS1	0	0	0	0	0	0
EPHA6	0	0	0	0	0	0
EPHA7	0	0	0	0	0	0
EPHA8	0	0	0	0	0	0
EPHB1	0	0	0	0	2	3
EPHB2	14	9	26	9	33	21
EPHB3	25	16	26	8	32	7
EPHB4	147	108	120	54	175	133
EPHB6	80	67	14	11	14	7
EPHX1	88	94	65	22	76	41
EPHX2	12	11	27	10	34	5
EPHX3	0	0	0	0	0	0
EPHX4	0	0	0	0	1	0
EPM2A	4	2	11	8	15	2
EPM2AIP1	0	0	0	0	0	0
EPN1	27	7	45	22	56	46
EPN2	36	30	44	28	30	15
EPN2-AS1	7	5	5	4	4	2
EPN2-IT1	0	0	0	0	0	3
EPN3	0	0	1	0	0	2
EPO	0	0	0	0	0	0
EPOR	3	4	2	1	4	1
EPPIN	0	0	0	0	0	0
EPPIN-WFDC6	0	0	0	0	0	0
EPPK1	0	0	0	0	0	0
EPRS	1079	785	1444	794	2284	1498
EPS15	346	265	364	187	409	237
EPS15L1	30	19	31	17	47	17
EPS8	614	451	1051	566	862	551
EPS8L1	5	4	0	0	1	2
EPS8L2	112	62	142	66	109	56
EPS8L3	0	0	0	0	0	0
EPSTI1	58	49	18	6	13	12
EPT1	24	25	69	44	84	71
EPX	0	0	0	0	0	0
EPYC	0	1	0	0	0	0
EQTN	0	1	0	0	0	0
ERAL1	35	33	96	34	65	41
ERAP1	224	150	300	129	439	287
ERAP2	114	86	396	190	300	196
ERAS	0	0	0	0	0	0
ERBB2	148	106	176	71	189	116
ERBB2IP	841	677	871	562	514	366
ERBB3	0	0	3	0	1	3
ERBB4	0	0	0	0	0	0
ERC1	50	35	88	51	58	37
ERC2	1	0	0	1	0	0
ERC2-IT1	0	0	0	0	0	0
ERCC1	203	237	473	242	623	384
ERCC2	74	71	89	54	71	43
ERCC3	97	81	114	57	130	109
ERCC4	22	19	41	11	29	17
ERCC5	158	116	281	166	313	200
ERCC6	50	29	54	26	46	39
ERCC6-PGBD3	11	5	20	4	12	8
ERCC6L	0	0	0	0	0	0
ERCC6L2	50	47	91	53	147	104
ERCC8	49	31	59	31	49	39
EREG	0	0	1	0	13	13
ERF	33	21	23	13	24	19
ERG	0	0	3	3	0	0
ERGIC1	211	174	275	98	306	174
ERGIC2	233	189	420	255	608	436
ERGIC3	1378	1027	1107	530	1595	1028
ERH	151	134	90	41	118	83
ERI1	39	23	39	14	32	35
ERI2	22	13	17	15	47	24
ERI3	46	56	118	45	90	64
ERI3-IT1	1	0	4	0	4	0
ERICH1	5	5	14	10	6	8
ERICH1-AS1	0	0	0	0	0	0
ERICH2	3	4	10	1	62	27
ERICH3	0	0	0	0	0	0
ERICH3-AS1	0	0	0	0	0	0
ERICH4	0	0	0	0	0	0
ERICH5	0	0	0	0	0	1
ERICH6	0	1	1	0	0	1
ERICH6-AS1	1	0	1	2	1	0
ERICH6B	0	0	0	0	0	0
ERLEC1	339	303	663	429	1146	694
ERLIN1	52	55	97	52	100	98
ERLIN2	63	48	183	91	300	172
ERMAP	47	90	70	41	76	46
ERMARD	74	63	104	46	111	71
ERMN	0	0	2	3	0	0
ERMP1	37	26	35	8	46	27
ERN1	27	6	34	55	63	40
ERN2	0	0	0	0	3	0
ERO1A	154	78	351	201	567	436
ERO1B	16	13	24	5	18	7
ERP27	0	0	0	0	0	0
ERP29	34	35	45	16	63	27
ERP44	157	106	168	95	242	186
ERRFI1	61	47	40	37	37	20
ERV3-1	3	1	1	1	1	3
ERVFRD-1	5	4	6	1	0	0
ERVH48-1	0	0	0	0	0	0
ERVK13-1	0	0	1	0	2	0
ERVMER34-1	0	0	0	0	0	1
ERVV-1	0	0	0	0	0	0
ERVV-2	0	0	0	0	0	0
ESAM	1	1	0	0	0	1
ESCO1	48	36	66	23	67	48
ESCO2	2	0	0	0	0	0
ESD	412	325	525	276	576	410
ESF1	58	30	106	49	143	85
ESM1	0	0	1	0	0	0
ESPL1	4	6	8	1	10	5
ESPN	0	0	0	0	0	0
ESPNL	0	0	0	0	0	0
ESPNP	0	0	0	0	0	0
ESR1	0	3	8	2	4	3
ESR2	0	0	0	0	0	0
ESRG	0	0	8	8	3	9
ESRP1	0	0	0	0	0	0
ESRP2	1	0	0	1	1	1
ESRRA	19	9	91	34	59	36
ESRRB	0	0	0	0	0	0
ESRRG	0	0	0	0	0	0
ESX1	0	0	0	0	0	0
ESYT1	523	381	1549	715	1417	878
ESYT2	649	562	1255	598	1114	685
ESYT3	7	5	0	1	10	8
ETAA1	24	9	8	8	27	15
ETF1	208	199	487	293	764	515
ETFA	351	261	629	306	515	307
ETFB	153	115	216	108	289	181
ETFDH	185	120	213	114	131	100
ETHE1	47	23	81	24	76	72
ETNK1	64	54	66	30	69	31
ETNK2	7	7	4	3	5	0
ETNPPL	0	0	0	0	0	0
ETS1	112	100	250	118	67	40
ETS2	47	27	137	67	64	37
ETV1	23	36	48	11	176	90
ETV2	0	1	0	0	2	0
ETV3	15	10	11	17	19	10
ETV3L	0	0	0	0	0	0
ETV4	5	5	6	0	14	7
ETV5	35	19	76	25	82	54
ETV6	10	11	8	5	12	7
ETV7	8	5	2	3	1	3
EVA1A	15	8	22	9	12	9
EVA1B	83	61	90	48	62	46
EVA1C	3	2	10	9	6	4
EVADR	0	0	0	0	0	0
EVC	161	130	328	171	259	172
EVC2	78	43	64	32	62	46
EVI2A	2	2	77	51	50	27
EVI2B	11	0	1	0	11	0
EVI5	136	121	109	58	148	98
EVI5L	31	41	58	20	78	58
EVL	39	22	29	33	39	17
EVPL	0	0	0	0	0	0
EVPLL	0	0	0	0	0	0
EVX1	0	0	0	0	0	0
EVX1-AS	0	0	0	0	0	0
EVX2	0	0	0	0	0	0
EWSAT1	0	0	0	0	0	0
EWSR1	370	279	437	163	442	305
EXD1	0	0	0	0	0	0
EXD2	22	18	43	30	64	25
EXD3	16	5	5	2	7	6
EXO1	6	5	1	1	2	2
EXO5	3	4	8	6	12	5
EXOC1	217	166	467	266	344	215
EXOC2	94	109	163	95	273	191
EXOC3	139	97	175	68	174	115
EXOC3-AS1	0	0	0	0	1	0
EXOC3L1	2	1	1	1	1	0
EXOC3L2	0	0	0	0	0	0
EXOC3L4	0	0	0	0	0	0
EXOC4	193	156	435	209	375	251
EXOC5	148	132	476	251	488	270
EXOC6	19	12	8	10	19	12
EXOC6B	62	74	298	141	197	128
EXOC7	184	144	464	174	343	221
EXOC8	0	0	0	0	0	0
EXOG	9	12	4	4	8	7
EXOSC1	76	36	181	81	174	122
EXOSC10	231	183	428	197	409	255
EXOSC2	29	51	32	14	47	24
EXOSC3	13	12	17	14	32	15
EXOSC4	5	10	14	12	9	7
EXOSC5	19	11	29	14	40	23
EXOSC6	0	0	0	0	0	0
EXOSC7	60	49	108	43	101	60
EXOSC8	82	42	74	38	134	82
EXOSC9	153	104	116	67	121	70
EXPH5	0	2	1	0	0	0
EXT1	167	165	347	166	405	238
EXT2	377	334	471	226	336	250
EXTL1	1	7	0	0	1	1
EXTL2	16	24	32	29	27	21
EXTL3	12	14	55	20	31	14
EXTL3-AS1	0	0	0	0	0	0
EYA1	0	0	3	5	1	3
EYA2	8	5	1	4	5	4
EYA3	42	27	50	32	35	52
EYA4	1	0	0	3	7	0
EYS	1	3	2	1	2	2
EZH1	56	58	126	75	147	90
EZH2	23	13	13	6	49	18
EZR	49	33	133	59	135	95
EZR-AS1	1	1	12	1	6	4
F10	85	83	142	64	125	63
F10-AS1	43	28	54	11	48	33
F11	0	0	0	0	0	0
F11-AS1	0	0	0	0	0	0
F11R	0	0	6	2	2	2
F12	1	0	2	1	1	1
F13A1	0	0	0	0	0	0
F13B	0	0	0	0	0	0
F2	0	2	0	0	0	2
F2R	10	0	0	4	0	0
F2RL1	0	0	0	0	0	0
F2RL2	0	1	0	0	1	0
F2RL3	0	0	0	0	0	0
F3	177	138	16	8	34	25
F5	0	0	0	0	0	0
F7	0	0	0	0	0	0
F8	6	4	10	4	17	8
F8A1	0	0	0	0	0	0
F8A2	0	0	0	0	0	0
F8A3	0	0	0	0	0	0
F9	0	0	0	0	0	0
FA2H	0	0	0	0	0	0
FAAH	4	3	5	1	4	1
FAAH2	0	0	0	0	0	0
FAAHP1	0	0	1	0	0	0
FAAP100	15	11	19	2	16	10
FAAP20	8	3	4	2	10	2
FAAP24	7	1	11	4	2	2
FABP1	0	0	0	0	0	0
FABP12	0	0	0	0	0	0
FABP2	0	0	2	0	0	0
FABP3	16	13	324	156	125	75
FABP4	0	0	1	0	0	0
FABP5	3	1	15	18	25	13
FABP5P3	0	0	0	0	0	0
FABP6	0	0	0	0	0	0
FABP7	0	0	0	0	0	0
FABP9	0	0	0	0	0	0
FADD	0	0	0	0	0	0
FADS1	208	169	123	63	178	126
FADS2	348	282	97	52	70	37
FADS3	331	280	383	150	391	267
FADS6	0	0	0	0	0	0
FAF1	94	84	151	91	261	151
FAF2	98	99	195	86	183	114
FAH	85	57	123	76	73	40
FAHD1	1	0	2	1	1	0
FAHD2A	64	28	57	34	60	29
FAHD2B	3	3	3	0	2	0
FAHD2CP	3	2	3	0	1	1
FAIM	10	23	17	9	25	13
FAIM2	5	0	0	0	0	7
FALEC	0	0	0	0	0	0
FAM101A	0	0	2	0	0	0
FAM101B	0	3	7	4	1	3
FAM102A	12	2	42	15	84	22
FAM102B	18	22	8	11	13	7
FAM103A1	62	68	57	21	88	65
FAM104A	18	11	26	10	17	11
FAM104B	5	3	3	1	3	1
FAM105A	2	2	13	8	11	11
FAM106A	4	1	0	1	2	1
FAM106B	0	0	0	0	0	0
FAM106CP	5	3	5	1	3	1
FAM107A	0	0	0	0	1	0
FAM107B	4	0	3	1	2	2
FAM109A	3	2	12	0	2	2
FAM109B	6	7	22	5	4	3
FAM110A	0	0	0	0	0	0
FAM110B	9	4	3	1	7	2
FAM110C	0	0	0	0	0	0
FAM110D	0	0	0	0	0	0
FAM111A	23	18	34	17	42	31
FAM111B	0	0	0	0	3	0
FAM114A1	388	372	542	304	589	300
FAM114A2	63	81	113	60	142	89
FAM117A	6	5	9	4	5	2
FAM117B	5	4	4	1	0	0
FAM118A	23	12	23	17	13	15
FAM118B	28	16	45	27	41	34
FAM120A	193	172	308	145	310	196
FAM120AOS	8	7	24	11	25	12
FAM120B	24	18	35	14	26	23
FAM120C	15	6	5	0	3	3
FAM122A	0	0	0	0	0	0
FAM122B	21	17	11	0	12	5
FAM122C	3	2	2	1	0	3
FAM124A	0	1	0	0	0	0
FAM124B	0	0	0	0	0	0
FAM126A	274	170	423	242	338	226
FAM126B	29	19	45	18	58	22
FAM127A	0	0	0	0	0	0
FAM127B	1	1	0	0	0	0
FAM127C	0	0	0	0	0	0
FAM129A	165	119	567	347	650	430
FAM129B	1071	841	935	472	1325	909
FAM129C	2	2	2	0	1	3
FAM131A	12	7	41	22	30	15
FAM131B	0	1	4	0	2	2
FAM131C	1	0	0	0	0	0
FAM132A	2	1	3	0	1	1
FAM132B	1	5	1	0	5	1
FAM133A	0	0	0	0	0	0
FAM133B	105	82	103	92	131	90
FAM133CP	0	0	0	0	0	0
FAM133DP	88	72	87	82	121	83
FAM134A	120	102	452	228	438	264
FAM134B	0	0	16	5	9	4
FAM134C	113	112	104	74	54	48
FAM135A	52	48	43	38	24	22
FAM135B	0	0	0	0	0	0
FAM136A	26	11	14	3	21	16
FAM138A	0	0	0	0	0	0
FAM138B	0	0	0	0	0	1
FAM138C	0	0	0	0	0	0
FAM138D	0	0	0	0	0	0
FAM138E	0	0	0	0	0	1
FAM138F	0	0	0	0	0	0
FAM13A	63	48	141	59	165	98
FAM13A-AS1	5	4	10	7	21	12
FAM13B	149	96	161	61	173	110
FAM13C	12	16	10	4	19	13
FAM149A	0	2	1	4	4	2
FAM149B1	63	47	123	68	93	61
FAM150A	0	0	0	0	0	0
FAM150B	0	1	2	0	0	0
FAM151A	0	0	0	0	0	0
FAM151B	7	5	20	10	9	10
FAM153A	0	0	0	0	0	0
FAM153B	0	0	0	0	0	0
FAM153C	0	0	0	0	0	0
FAM155A	1	0	1	2	1	1
FAM155A-IT1	1	0	1	0	0	0
FAM155B	0	0	0	0	0	0
FAM156A	6	6	1	0	4	7
FAM156B	10	6	15	6	12	6
FAM157A	0	0	0	0	0	0
FAM157B	1	0	0	0	0	0
FAM157C	0	0	0	0	2	0
FAM159A	1	0	0	0	0	0
FAM159B	0	0	1	0	0	0
FAM160A1	1	0	0	0	0	0
FAM160A2	15	5	31	11	23	24
FAM160B1	221	186	223	139	263	148
FAM160B2	33	20	59	23	81	39
FAM161A	2	3	2	0	2	1
FAM161B	4	3	10	5	19	6
FAM162A	88	94	61	37	88	48
FAM162B	0	0	0	0	0	0
FAM163A	0	0	0	0	0	0
FAM163B	0	0	0	0	0	0
FAM166A	9	8	11	1	5	8
FAM166B	0	0	1	0	1	0
FAM167A	0	0	0	0	0	0
FAM167A-AS1	2	0	4	0	4	4
FAM167B	0	0	0	0	0	0
FAM168A	24	14	38	25	31	15
FAM168B	72	51	95	48	57	49
FAM169A	0	4	0	0	2	0
FAM169B	0	0	0	0	0	0
FAM170A	0	0	0	0	0	0
FAM170B	0	0	0	0	0	0
FAM170B-AS1	0	0	0	0	0	0
FAM171A1	9	4	17	4	16	9
FAM171A2	11	11	2	3	2	1
FAM171B	64	52	111	49	51	36
FAM172A	82	65	103	62	74	40
FAM172BP	0	0	0	0	0	0
FAM173A	24	17	31	7	20	6
FAM173B	6	5	27	17	35	25
FAM174A	8	6	10	5	7	9
FAM174B	0	0	0	0	0	0
FAM175A	43	22	45	26	80	46
FAM175B	45	27	66	22	54	34
FAM177A1	47	52	170	79	170	121
FAM177B	0	1	0	0	0	0
FAM178B	0	0	0	0	0	0
FAM179A	0	0	0	0	0	0
FAM179B	90	62	136	81	88	56
FAM180A	3	3	50	19	15	8
FAM180B	0	0	3	1	1	0
FAM181A	0	0	0	0	0	0
FAM181A-AS1	0	0	0	0	0	0
FAM181B	0	0	0	0	0	0
FAM182A	0	0	0	0	0	0
FAM182B	0	0	0	0	0	0
FAM183A	0	0	0	0	0	0
FAM183BP	0	0	0	0	0	0
FAM183CP	0	0	0	0	0	0
FAM184A	0	0	5	1	1	0
FAM184B	4	2	3	2	1	0
FAM185A	13	9	37	8	21	7
FAM186A	0	0	1	0	0	1
FAM186B	0	0	1	1	2	0
FAM187B	0	0	0	0	0	0
FAM188A	182	113	251	117	274	155
FAM188B	28	30	41	16	23	24
FAM189A1	0	0	0	0	0	1
FAM189A2	0	0	0	0	0	0
FAM189B	5	6	9	2	11	3
FAM192A	103	68	122	64	73	58
FAM193A	31	12	29	12	31	19
FAM193B	28	27	30	7	23	10
FAM195A	12	2	32	10	35	29
FAM195B	111	81	187	85	159	127
FAM196A	4	7	25	11	32	13
FAM196B	0	0	19	7	4	1
FAM197Y2P	0	0	0	0	0	0
